Element Name,Windows NT,Windows,Windows CE,Win32s,Component,Component Version,Header File,Import Library,Unicode,Element Type
ITelevisionServices::TuningSpaceNameFromNumber,,Windows 98,,,Broadcast Architecture,,Tssadmin.odl,Tssadmin.dll,,interface method
ITelevisionServices::TuningSpaceNumberFromName,,Windows 98,,,Broadcast Architecture,,Tssadmin.odl,Tssadmin.dll,,interface method
ITVControl::EnableVideo,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::EpisodeStatusChanged,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::GetCC,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::OnIdle,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::OnTVFocus,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::PowerChange,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::SetCC,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::SetOutput,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::SyncEvent,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::TearDown,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVControl::Tune,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,user-defined,,interface method
ITVViewer::ChannelList,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::DeleteReminder,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::GetCurrentTuningInfo,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::GetPreviousTuningInfo,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::GlobalEndTime,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::GlobalStartTime,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::HasEnhancement,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::HasReminder,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::IsCC,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::IsChannelBarUp,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::IsLoaderActive,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::IsModalDialogUp,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::IsTVMode,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::SetReminder,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::SetTVMode,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::Tune,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::ViewerID,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
ITVViewer::WantKeys,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,Tvx.exe,,interface method
ITVViewer::WantNumKeys,,Windows 98,,,Broadcast Architecture,,Tvdisp.odl,tvx.exe,,interface method
IVBICodec::IsValid,,Windows 98,,,Broadcast Architecture,,Icodec.h,Icodec.lib,,interface method
IVBICodec::IVBICodec,,Windows 98,,,Broadcast Architecture,,Icodec.h,Icodec.lib,,interface method
IVBIOutputPin::IVBIOutputPin,,Windows 98,,,Broadcast Architecture,,Icodec.h,Icodec.lib,,interface method
BPCDeviceBase.BuyItem,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.CancelItem,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.ChannelAvailable,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.DisplayConfigDialog,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.HandleCardChaining,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.Pause,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.Refresh,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.ResetProviderSystem,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.Run,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.Stop,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDeviceBase.Volume,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.AutoScan,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.Item,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.Login,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.Logout,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.Open,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.TSDeviceCount,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCDevices.VideoOn,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCEmailMessageCollection.Count,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCEmailMessageCollection.Item,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCEmailMessageCollection.MarkAsRead,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCHistoryItemsCollection.Count,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCHistoryItemsCollection.Item,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCSuspend.DeviceRelease,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCVid.AboutBox,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCVid.Close,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCVidSvrControl.VBIStatus,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
BPCVidSvrControl.VBITune,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,method
Event.Delete,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
Events.Add,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
Events.AddText,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
Events.Clear,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
Events.Flatten,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
Events.Load,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
Events.Store,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,method
ipsend.ConnectAnnouncement,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
ipsend.ConnectFTS,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
ipsend.ConnectTrigger,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
ipsend.SendAnnouncement,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
ipsend.SendDeleteAnnouncement,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
ipsend.SendFTSFile,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
ipsend.SendTrigger,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,method
BPCDeviceBase.AudioFrequency,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.AudioSubchannel,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Balance,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Channel,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.CountryCode,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.CurrentPosition,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.CurrentState,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.DefaultAudioType,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.DefaultVideoType,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Duration,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.EmailMessages,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.FileName,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.HasCA,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.HasChannel,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.HasFileName,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.HistoryItems,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ImageSourceHeight,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ImageSourceWidth,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.IsInput,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.IsOutput,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ItemDetails,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Name,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.OverScan,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Power,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.PrerollTime,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ProdName,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ProviderEPGMask,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ProviderRating,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.ProviderStatus,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Rate,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.Status,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.UserArea,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.UserName,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.VideoFrequency,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDeviceBase.VideoSubchannel,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.ColorKey,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.Count,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.HWnd,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.Input,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.LCID,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.Notify,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.Output,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.Priority,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCDevices.Tune,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageCollection.Remove,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.Expires,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.IsRead,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.Msg,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.MsgId,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.Received,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.Title,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCEmailMessageItem.UserId,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCHistoryItemsCollection.Remove,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCMessage.Attributes,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCMessage.Msg,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Action,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Channel,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Description,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Duration,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Expiry,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.ItemID,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Location,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.ProviderBuffer,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Rating,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Reason,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.ReasonDesc,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.StartTime,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Status,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.StorageId,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.TapeCost,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Title,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.UserId,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.ViewCost,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCPurchase.Year,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.ClosedCaption,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.Debug,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.DeviceCount,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.Devices,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.DisplayMode,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.Font,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.LocaleID,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.MovieWindowSetting,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.Object,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.StartTime,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.StopTime,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
BPCVid.WrongCard,,Windows 98,,,Broadcast Architecture,,Vidsvr.odl,Vid.ocx,,property
Event.Before,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Handle,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.HRef,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.IsAnnounce,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.IsTrigger,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Length,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Name,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.onefile,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Only,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Priority,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Repeat,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Start,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Text,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Timeout,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Trigger,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.Until,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.XMitDuration,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Event.XMitName,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Bandwidth,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Count,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.DependLength,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.ErrorCount,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Errorlist,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.FindHandle,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.FindTime,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.FPS,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.FrameName,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.HRef,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Item,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.LastAdd,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.LeadTime,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Overhead,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.ParseTime,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Priority,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Redundancy,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.ShowLength,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.ShowName,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Style,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.TimeOut,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.TimeStr,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
Events.Title,,Windows 98,,,Broadcast Architecture,,Stream.idl,Stream.dll,,property
ipsend.AnnouncementAddress,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
ipsend.AnnouncementPort,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
ipsend.FTSAddress,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
ipsend.FTSPort,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
ipsend.NetCard,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
ipsend.TriggerAddress,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
ipsend.TriggerPort,,Windows 98,,,Broadcast Architecture,,Ipenhsnd.idl,Ipenhsnd.dll,,property
PROPSETID_Connection,,Windows 98,,,Broadcast Architecture,,Ks.h,,,property set
PROPSETID_VBICodecFiltering,,Windows 98,,,Broadcast Architecture,,Ksmedia.h,,,property set
BPC_ADAPTER,,Windows 98,,,Broadcast Architecture,,Bpcmini.h,,,structure
BPC_ADAPTER_CHARACTERISTICS,,Windows 98,,,Broadcast Architecture,,Bpccard.h,,,structure
BPC_ADDRESS,,Windows 98,,,Broadcast Architecture,,Bpc.h,,,structure
BPC_BUFFER,,Windows 98,,,Broadcast Architecture,,Bpc.h,,,structure
BPC_COMMAND_DATA,,Windows 98,,,Broadcast Architecture,,Bpcmini.h,,,structure
BPC_COMMIT,,Windows 98,,,Broadcast Architecture,,Bpc.h,,,structure
BPC_COMMIT_STATE,,Windows 98,,,Broadcast Architecture,,Bpc.h,,,structure
BPC_DISABLE_DATA,,Windows 98,,,Broadcast Architecture,,Bpcmini.h,,,structure
BPC_DISCONNECT_DATA,,Windows 98,,,Broadcast Architecture,,Bpcmini.h,,,structure
BPC_ENABLE_DATA,,Windows 98,,,Broadcast Architecture,,Bpcmini.h,,,structure
BPC_EXTENSION_DATA,,Windows 98,,,Broadcast Architecture,,Bpcmini.h,,,structure
BPC_GROUP,,Windows 98,,,Broadcast Architecture,,Bpclist.h,,,structure
BPC_LAST_ERROR,,Windows 98,,,Broadcast Architecture,,Bpc.h,,,structure
BPC_LIST,,Windows 98,,,Broadcast Architecture,,Bpclist.h,,,structure
BPC_MPG,,Windows 98,,,Broadcast Architecture,,Bpcmpg.h,,,structure
